gpid,comment
69,"이야기책 속 정의로운 주인공과 그의 친구들, 그리고 지금껏 한 번도 마주한 적 없는 “책 밖의 세계” 를 넘나들며 이야기의 행복한 결말을 되찾는 모험.견습 기사 모험기 (The Plucky Squire) 은 이 게임의 제목이자, 어찌 보면 게임 속 주인공이 들어 있는 책의 제목이라 할 수 있는 단어이기도 하다. 게임의 제목에 알맞게, 플레이어가 조종하는 인물 “저트” – 발음은 “조트” 에 더 가깝긴 한데, 단어의 배치가 영 그래서 살짝 개명을 당한 것 같다 – 는 견습 기사이며, 동시에 이야기책의 악당 “험그럼프” 를 무찌르고 각종 영웅적인 만담을 세상 속 인물들에게 들려주는, 대놓고 이야기의 주인공이자 정의를 대변하는 영웅 포지션의 인물이다. 그러던 어느 날, 험그럼프는 자신이 속한 세상이 하나의 이야기이고, 모든 책에서 자신은 패배한다는 걸 알게 되어, 동화책을 조종할 수 있는 힘에 대해 연구하고 이를 이용해 저트를 책 밖의 세상으로 밀어 낸다. 이 사건 이후 이 게임의 주요 기믹이 등장하는데, 바로 “2D 세상과 3D 세상을 자유롭게 드나드는 주인공, 그리고 이를 이용해 자신이 살고 있던 세상인 동화책 밖에서 문제에 대한 해답을 찾는 게임플레이” 이다. 저트는 책 밖의 세상으로 쫓겨난 뒤 “초월 능력” 을 얻어서, 책 곳곳에 있는 초록색 포탈을 이용해 책 밖으로 나갔다가 들어갔다가 마음대로 돌아다닐 수 있는데, 밖의 세상에서 새로운 무기를 찾거나, 다른 2D 세상으로 들어가서 그들을 도와주거나, 혹은 아예 이야기책의 페이지를 넘기면서 과거를 돌아보거나 하는 식으로 자신 앞을 막는 문제들을 풀어 나간다. 이 과정에서 자잘한 미니게임 – 격투, 리듬, 슈팅 등등 – 및 문장의 단어를 바꿔서 세상을 바꾸는 퍼즐 – 예시를 들자면, “큰” 기둥 에서 “큰” 을 “작은” 으로 바꾸면 기둥이 막는 길이 뚫리는 방식이다. – 들이 섞여 나오면서, 차원을 넘나드는 기믹을 뒷받침할 수 있는 다른 게임플레이 요소들이 등장한다.여기서 개인적인 생각을 적자면, 게임을 홍보할 때는 하나의 특징을 내세우는 데서 끝내도 큰 상관이 없지만, 직접 게임을 할 때는 그 매력 포인트 하나 외의 부분들에서 플레이어의 불편함이 느껴진다면 / 평균 이하로 느껴지도록 설계되어 있다면, 게임 자신의 매력이 플레이어의 뇌에서 싹 사라질 가능성이 높다는 것이다. 이게 무슨 말이냐? 많은 게임들이 자신을 홍보하고 플레이어의 관심을 잡을 때, 아름답거나 기이한 비주얼 / 신기하고 독창적인 기믹 / 심금을 울리거나 심오한 스토리 같은 것을 내세운다. 당연하지만, 이렇게 자신이 내세우는 걸 본 게임 안에서 제대로 살리지 않는다면 비추천 평가를 피할 수 없을 것이다. 그런데, 자신만의 매력은 확실한데 다른 면에서 거슬리는 부분들이 있다면, 역시 게임을 하는 사람 입장에서는 매력에 빠져 들기 전에 따분함이나 불쾌감을 느낄 것이다. 앞의 문장에서 보인 예시를 확장해서 생각해 보자. 아름다운 비주얼을 내세웠지만, 막상 게임플레이가 너무 단순하여 게임 자체의 재미가 없다면 싫어하는 플레이어들이 생길 것이다. 신기한 기믹을 홍보 요소로 삼아도, 기믹을 활용하지 않는 부분이 재미가 없거나, 혹은 스토리가 평균 이하여서 게임을 진행하는 도중 들려주는 이야기가 따분하거나 등등의 이유 때문에 게임에 대한 반감을 가질 수 있다. 스토리에 중점을 두어도, 그 스토리를 풀어나가는 과정에서 과도한 노역을 요구한다면, 맛있는 과일을 먹기도 전에 쓰디쓴 껍질을 씹고 얼굴을 찌푸릴 사람들도 있다는 것이다. 4개의 다리가 달린 탁자에 비유를 해 보자면, 탁자 다리 하나가 티타늄 합금으로 만들어진 단단한 다리여도 나머지 다리가 흘러내리기 일보 직전의 모래 다리라면 높은 확률로 무너질 것이다. 반면에, 탁자의 모든 다리가 무난한 나무 다리면, 비록 눈에 띄는 부분이 없는 탁자지만, 최소한 탁자로 쓸 수 있는 안정성은 있어서 수요가 있는 탁자로 보일 것이다. 즉, 아무리 게임을 지탱하는 면모 하나가 독보적으로 아름답다 하더라도, 나머지 조각들이 최소한의 몫을 담당해야 게임의 매력을 느낄 수 있다.잡소리를 이렇게 오래 하는 이유는, 견습 기사 모험기는 기믹 자체는 훌륭하고 시각적으로 아름다운 게임이었으나, 나머지 면에서 재미를 감소하는 부분들 및 시간을 질질 끄는 부분들이 눈에 밟혀서, 게임을 제대로 즐기는 걸 지속적으로 방해했기 때문이다. 게임을 직접 플레이하며 느낀 마음에 들었던 점 & 마음에 들지 않았던 점들을 간단하게 적어 보자면 :A. 마음에 들었던 점> 이 게임은 (이 평가를 적는 기준) 11개의 언어를 지원하고 있으며, 그 중 한국어를 지원하고 있다. “한국어 지원이 장점에 쓸 정도냐?” 라고 생각할 수 있다. 그러나, 이 게임의 가장 큰 특징은, 무려 한국어로 더빙까지 되어 있으며 더빙 및 번역 퀄리티가 꽤 높다는 점. 게임 속 등장 인물 모두 더빙이 되어 있는 건 아니고 동화책의 대사, 즉 나레이션에 해당하는 부분들만 목소리가 들리는데, 나이 많은 할아버지가 읽어주는 듯한 포근한 목소리는 게임과 잘 어울렸다. 특히, 많은 게임들이 한국어 번역을 지원해도 더빙까지는 잘 안 해 주는데, 이 때문에 게임을 실행하고 얼마 안 있어 영어가 아닌 한국어가 귀에 들어왔을 때 깜짝 놀랐다. 번역의 경우도, 몇몇 게임들은 공식 한국어 번역에서도 질 나쁜 번역기와 자강두천을 겨루는 오역 및 오타들이 보이는데, 이 게임은 번역의 퀄리티가 높은 편에 속해서 굉장히 만족스러웠다.> 비주얼 면에서 동화책의 질감 / 설정을 잘 살린 연출들, 그리고 미니 게임들에서 보여주는 연출들은 마음에 들었다. 전자의 경우, 저트가 동화책 밖으로 나가게 되면 책의 페이지를 넘길 수 있는데, 페이지를 강하게 넘겨서 동화책의 커버를 볼 수 있다던가, 책 밖으로 나가면서 물체를 가지고 나가면 2D 세상과 3D 세상에서 보이는 모델링이 달라진다던가 등등, 소소한 시각적 디테일들을 정말 잘 살려 놓았다. 후자의 경우, 미니 게임들에서는 저트가 근육을 과시하면서 갑자기 유쾌한 격투 미니게임이 시작되거나, 슈팅 미니 게임으로 들어가면 총을 들면서 그림체가 동화책에서 보이는 모습에서 격변한다던가 등등, 게임을 하다 보면 “아 ㅋㅋ 이렇게 소소하게 바뀌는 거 재밌네” 라고 느낄 만한 시각적 연출 및 변화를 종종 볼 수 있을 것이다. 동화책 안의 세상도 잘 표현되어 있는데, 아기자기한 그림체로 그려진 세상과 여기서 등장하는 각종 인물들 – 주인공을 보조하는 대마법사지만 뭔가 힙한 부분이 있는 달수염, 붓을 이용해서 기초적인 마법을 쓰는 바이올렛, 메탈의 영혼을 지닌 산악 트롤 스래쉬 등등 – 도 귀엽게 묘사되어 있다. 이는 단순히 캐릭터 묘사 내에서 끝나지는 않는데, 특정 공간이나 시점의 변화가 생길 때, 동화책을 90도 돌려서 화면에 보이는 방향을 달리 하거나, 어두운 배경 속에서는 저트의 그림자만 보인다던가 등등, 동화책 외부의 공간을 쓰지 않고도 적절하게 시각적 변화를 심어 주어서, 플레이어가 지루하지 않게 만들어 두었다.B. 마음에 들지 않았던 점> 게임의 주요 기믹이 “2D 세상과 3D 세상을 드나드는 주인공” 이라고 적기는 했으나, 이 기믹을 생각보다 맛있게 표현해 두지는 않았다. 물론, 게임을 진행하다 보면 주인공이 도장을 얻어서 동화책 내 물체를 외부에서 조절하거나, 2D 세상에서는 도달할 수 없는 위치로 가기 위해 3D 세상으로 나가야 하는 등, 이 기믹을 아예 게임에서 천대하고 있다는 느낌은 들지 않는다. 하지만, 두 가지 부분에서 이 메커니즘을 제대로 즐길 기회를 게임이 주지 않는다. 먼저, 게임은 플레이어의 손을 계속 잡아 주려고 하고, 이 때문에 NPC 들의 대화 및 훈수가 지속적으로 게임의 진행에 끼어 든다. 거의 동화책 1페이지를 넘길 때마다 NPC 의 훈수가 나오면서 게임의 흐름을 계속 끊어 먹으며, 이는 동화책 밖의 3D 세상에도 적용이 되어서, 새로운 지역에 도달하고 주요 체크 포인트를 지날 때마다, 카메라가 뭘 먹어야 하는지 보여 주지 않으면 플레이어를 믿을 수 없는 의심병에 걸린 듯한 무빙을 보여준다. 물론, 이런 요소를 넓게 보면 친절한 게임플레이라고 생각할 수 있다. 하지만, 플레이어가 직접 게임을 느끼는 부분과 플레이어가 막히지 않도록 가볍게 손을 잡아 주는 부분을 조절하기 보다는, 아예 시도때도 없이 플레이어가 이미 알고 있는 정보 / 의미 없는 대화로 게임을 채워 넣은 행위는 좋은 선택이 아니었다고 생각한다.두 번째 이유는, 게임 내 퍼즐 / 플랫포밍 구간들의 동선이 생각보다 잘 설계되어 있지 않다는 점이다. 위의 문단에서 게임 속 퍼즐에 대한 언급을 읽고 퍼즐 공포증에 걸린 플레이어들이 있을 수도 있지만, 퍼즐의 난이도는 정말 쉽고, 심지어 게임을 진행하다 보면 힌트를 주는 NPC 를 곳곳에서 볼 수 있어서 막히면 그냥 NPC 와 대화하고 바로 답을 얻어 갈 수 있다. 문제는 게임 속 세상의 밀도가 낮아서, 중요한 지점들 간 간격이 멀고, 이 때문에 플레이어의 이동 동선이 길게 느껴진다는 점. 그나마 3D 세상은 이런 단점이 크게 느껴지지 않고 진행도 꽤 직관적이라 나쁘지 않았으나, 2D 세상의 경우 대화 및 카메라 초점 맞추기로 시간을 잡아먹다가, 퍼즐을 눈으로 빠르게 훑은 후 동선을 빙 돌아가게 설계한 걸 보고 피곤함이 느껴졌다. 느긋하게 즐기는 게임들에 대한 반감을 가지는 건 아니지만, 차라리 게임 속 세상에 대한 탐험을 내세워서 플레이어가 이곳저곳 쑤시는 구성이었다면 몰라도, 직선형 구성에 탐험의 존재를 최소화해서, 수집품을 모으지 않는 이상 그냥 직진만 하면 되는 단순한 구성에, 이렇게 시간을 잡아먹는 것처럼 느껴지는 구간들을 가득 넣어 놓으면 많은 사람들은 반감을 가질 것이라 생각한다.> 주요 메커니즘 외의 게임플레이 요소 중, 플레이어가 가장 많이 부딪치게 되는 건 바로 전투이다. 저트는 펜촉처럼 생긴 칼을 휘둘러서 적을 때릴 수 있고, 이를 통해 적을 처치하면 전구 모양의 자원을 얻어서 상점에서 공격 스킬 & 수집품을 구매할 수 있다. 이 시스템에는 크게 두 가지 문제점이 있다. 먼저, 게임 속 나오는 전투가 지지리도 재미가 없고 난이도가 매우 쉬운데, 왜인지는 몰라도 게임 내 이 단순한 전투에 다양한 메커니즘을 넣고 싶어한다. 게임 내 “단순 공격 + 구르기 회피 + 칼을 부메랑처럼 던져 원거리 공격” 이라는 간단한 공격 양상에, 점프 공격과 회전 공격을 넣어 두었고, 이들을 업그레이드 해서 공격력을 늘릴 수 있다. 그런데 게임을 하다 보면, 그냥 닥치고 단순 공격만 갈겨도 게임을 깨는 데 아무런 지장이 없다. 아니, 다른 공격을 쓰는 게 귀찮게 느껴진다. 저트의 체력이 6칸이라 많은 건 아니지만 게임을 하다보면 체력을 많이 얻을 수 있고, 실제로 거의 무지성으로 마우스 좌클릭만 눌러도 전투를 날먹할 수 있다. 심지어 게임을 진행하다 보면 이전에는 직접적으로 전투에 나서지 않던 동료들이 제대로 싸우는데, 공격력이 낮으니 그냥 적들의 AI 를 혼란시키는 용도로밖에 쓰이지 않는다. 그런데 게임을 진행하다 보면 이런 재미없는 전투 구간을 몇 십번이고 마주치며, 단순한 좌클릭 연타를 계속 하는 건 그렇게 재미있지 않았다.두 번째 문제점은 바로 상점인데, 저트를 강하게 할 수 있는 공격 / 패시브를 판매하는 건 그나마 이해가 간다. 만약 게임의 전투가 좀 더 난이도 있었다면, 게임 속 세상의 재화를 모아서 캐릭터를 강하게 하는 재미가 티끌만큼이라도 있었을 테니 말이다. 그런데, 왜 수집품을 파는 지 이해가 가지 않는다. 다행히 수집품의 가격이 비싼 건 아니다. 패시브의 가격이 100원 이상이지만 수집품은 10원이니 말이다. 그러나 게임 속 세상에 수집품을 많이 숨겼음에도 불구하고 상점에서 같은 종류의 수집품을 판다는 건, 솔직히 말해서 그냥 수집품을 배치할 곳을 찾지 못해 상점에 억지로 넣었다는 생각밖에 들지 않는다. 차라리 게임을 진행하는 경로 중 자연스럽게 마주치는 곳에 찾을 수 있게 넣었다거나, 스토리를 진행하다 보면 해당 스토리와 어울리는 수집품이 해금되는 식으로 넣어 두었다면, 비록 직접 찾는 재미는 없었겠지만 적어도 “아, 내가 게임을 제대로 진행하고 있구나!” 라는 느낌과 게임의 스토리텔링에 녹아 들었다는 자연스러움을 챙길 수 있었을 것이다.> 몇몇 구간들에서 조작감이 기묘하다. 게임 중간중간 나오는 잠입 구간의 경우 몇몇 부분에서 분명히 시선 안에 들지 않았는데 걸리는 경우들이 나왔으며, 이때 나오는 사망 애니메이션이 부자연스럽게 구현되어 있다. 특히, 게임 후반부에 벌레를 피해서 잠입해야 하는 구간이 나오는데, 벌레에게 걸리면 광속으로 벌레가 저트에게 달려와서 즉사당하는 애니메이션은 굉장히 뜬금없게 느껴졌다. 최종 보스전에서 나오는 시점 처리 및 조작감 또한 좋지 않았으며, 그나마 게임의 난이도가 매우 쉬워서 다행이지 만약 더 어려웠다면 불쾌감을 느꼈을 법한 카메라 무빙 및 조작감을 3D 세상에서 느낄 수 있었다. 그나마 2D 세상 속 조작감은 나쁘지 않았으며, 적어도 조작감 때문에 게임 진행을 포기할 정도는 아니었다.> 평가를 쓰는 1.11 버전 기준, 자잘한 버그들 및 게임 진행을 막는 오류들이 보이며, 2D 세상에서 3D 세상으로 전환할 때 버벅임이 느껴지고, 가장 큰 문제점은 수집 요소를 모두 찾기 위해 챕터 다시하기를 누르면 이전에 모았던 수집 요소들이 초기화되어서 아예 게임을 처음부터 해야 다 딸 수 있는 큰 오류가 있다는 것이다. 다행히 개발자들이 이 문제는 인지하고 있어서 이후 버전에서 고쳐질 가능성이 높지만, 억지 2회차로 발이 묶이기 싫으면 그냥 업적 공략을 다른 화면에 띄워놓고 모든 수집품을 한 회차 안에 다 따는 걸 권장한다. 개인적으로 게임을 하며 겪었던 버그들은 :- 3D 세상의 우측 모서리에서 카메라 시점이 저트에 맞춰지지 않아서 화면에 캐릭터가 보이지 않았고, 억지로 낙사를 해서 부활을 해야 게임을 진행할 수 있었다.- 2D 세상에서 벌어지는 슈팅 미니게임 이후 3D 세상으로 나가자마자 Fatal Error 가 떠서 해당 미니게임을 처음부터 다시 시작해야 했다.- 동화책의 페이지를 넘기는 조작과 책을 기울이는 조작을 안 좋은 타이밍에 누른 이후 진행 불가 버그가 걸렸다.- 최종 보스전을 마친 이후 화면의 버벅거림 및 게임의 느려짐 때문에 강종 될까봐 두려웠는데, 다행히 강종은 되지 않았고 몇 분 기다리자 게임이 저장되어서 정상적으로 진행은 할 수 있었다. 문제는 평가 중 최종 보스를 잡자마자 튕기는 버그를 제보한 사례도 있어서, 주의를 해야 한다.결론적으로, 아름다운 비주얼과 매력적인 게임플레이 메커니즘을 가지고 있지만, 직접 게임을 진행하는 과정은 평균 이하의 만족감을 가져왔고, 이로 인해 게임의 초반에 느꼈던 매력이 점점 줄어 들었고, 마지막에는 게임에 대한 애정이 차갑게 식어버렸기 때문에 비추천. 개인적인 평을 적자면, 이 게임은 정말 캐주얼한 게임이고, 게임을 진행하다 보면 곳곳에서 “이 게임을 하면서 스트레스 받지 마세요!!!” 라고 소리를 지르는 걸 느낄 수 있다. 그래서, 아이러니하게도 그냥 뇌 식히면서 눈요기를 할 게임을 찾는다면 이 게임에 대한 만족도가 꽤 높을 것이라 생각하고, 그러한 목적으로 이 게임을 살 거면 괜찮은 선택이 될 것이다. 그러나, 플레이타임이 1회차 기준 7.2 시간이 걸렸고, 길어봤자 8시간 안에 엔딩을 볼 정도로 분량이 긴 게임은 아니므로, 만약 직접 하고 싶다면 어느 정도 할인할 때 구매를 하는 걸 조심스레 권장한다.여담) 업적 100% 의 경우 위에서 말했듯이 스팀 가이드에 좋은 업적 공략이 있으므로, 이를 참고하면서 플레이 해 1회차 안에 모든 업적을 따는 걸 추천한다. 모든 수집품을 모으는 것 말고도 몇몇 업적의 경우 특정 챕터에서 특정 행동을 해야 딸 수 있으니, 공략을 잘 읽어 보도록 하자. 또한, 게임을 처음 시작할 때 이야기 난이도가 아닌 모험 난이도를 선택해야 하며, 게임을 진행하면서 전구 모양 재화를 계속 모아서 상점의 모든 아이템을 구매해야 – 나무 및 수풀을 칼로 한 번씩 공격해서 부수고, 3D 세상에서 눈에 보이는 재화를 다 모으기만 한다면 게임 끝까지 부족할 일은 없을 것이다 – 업적 100% 를 딸 수 있다는 점은 기억해 두자."
69,정말 재미있는 게임이에요 제가 게임 고를때 깐깐하게 고르는 편인데 이건 정말 재미있게 했습니다 정가 주고 해도 전혀 아깝지 않아요 너무 재미있어서 밤새서 하루만에 다 깼어용 강추
69,내가 자식을 낳는다면 반드시 시키고 싶은 게임
71,원에 이정도면 개추지 ㅋㅋ
71,무서운거별로안좋아함싸서삼
71,그옛날 추억의 손노리 공포게임인 화이트데이를 떠올리면서 플레이했습니다.많이 부드러워졌고 플레이도 자연스러워졌네요. 한국형 공포게임 ....수위가 싫어요
71,무섭기보단 반격도 못하고 쫓끼기 바쁘고.. 공포겜인지 퍼즐겜인지.. 추억은 추억으로 남겨두자.
71,모바일 버전을 그대로 인식해서 처참하고 거지같은 조작감과 UI2005년에 나왔어도 신나게 까였을 모션시대를 역행하는 거지같이 적고 불합리적인 단서랑 바이오하자드 6를 뛰어넘는 거지같은 QTE손만 뻗어도 닿을거 같은 종이를 뺑뺑이 퍼즐로 겨우 얻는 주인공의 뇌가 존재하는게 의심되는 퍼즐추가 에피소드는 좆같음과 어려움을 구별 못하는 개같은 레벨디자인첫 출시가 2001년인데 그떄 감성 거의 그대로 떄려박는 제작진의 안일함으로 만든 괴작
71,엔딩 왜케 슬프냐 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
71,사탕 하나 주러 10시간 동안 헤매는 게임
71,비명을 지르면 지는 겁니다
71,약 4시간 동안하면서 본관 2구역에서 나가지 못하고 종료왜 이 게임이 인기있었던 이유를 모르겠습니다.옛날에 인기 있었던 국산 공포게임이라는 말만 들었다가 최근에 편의점 커피값도 못하는 가격에 판매하고 있길래 구매해서 플레이하지만 옛날 명성과는 다르게 게임의 재미는 없었고 단서 찾기는 힘들었습니다.처음 시작할 때 보통난이도로 시작했지만 본관 2구역 초반에서 막혀서 난이도를 쉬움으로 낮추고 재시작을 했습니다.난이도를 낮춰도 너무 간접적으로 힌트를 제공하는 핸드폰 메세지와 시간이 지날 수록 단서 쪽지의 개수가 많아지면서 내가 게임 내에서 무엇을 목표로 해야하는 지 알기 힘들었고 알아도 그것을 풀기위한 아이템 찾기가 너무 힘들었습니다.덕분에 간간히 나오는 스토리도 점점 잊혀져 스토리의 몰입감도 떨어져서 더 이상 진행을 할 수 없게되어 그만두고 평가를 작성합니다.개인적으로 추억보정이 너무 심하게 되어있는 게임이라고 생각합니다.화이트데이 시리즈를 한 번도 안했던 사람으로서 저는 이게 왜 인기가 많았는지 모르겠습니다.리메이크를 했어도 굳이 불친절함까지 따라왔어야 했나 궁금했던 게임이였습니다.
